# GOAE-Leistungskatalog fuer den Abrechnungskalkulator
#
# Quelle: Gebührenordnung für Ärzte (GOÄ)
#   amtliche Fassung von "Gesetze im Internet"
#   https://www.gesetze-im-internet.de/go__1982/
#   Datei BJNR015220982.xml, abgerufen 2026-05-14
# Stand: Neugefasst durch Bek. v. 9.2.1996 I 210; zuletzt geändert durch Art. 3b G v. 19.7.2023 I Nr. 197
#
# Erzeugt mit werkzeuge/katalog_erzeugen.py - nicht von Hand aendern.
# Eigene Ziffern gehoeren in eine zusaetzliche Datei und werden mit
#   kalkulator.py katalog-import <datei.csv>
# eingespielt.
#
# Der Eurobetrag ergibt sich nach § 5 Abs. 1 GOAE aus
#   Punktzahl x 0,0582873 EUR x Steigerungsfaktor.
# Die Betragsspalte des amtlichen Verzeichnisses ist noch in DM gefuehrt und
# daher hier nicht enthalten.
#
# Spalten:
#   nummer        GOAE-Nummer
#   bezeichnung   Leistungslegende (Leerzeichen normiert, sonst unveraendert)
#   punktzahl     Punktzahl nach dem Gebuehrenverzeichnis
#   abschnitt     Abschnitt B bis P des Gebuehrenverzeichnisses
#   klasse        Steigerungsklasse nach § 5 GOAE:
#                   aerztlich  Abs. 2  - Regelsatz 2,3   Hoechstsatz 3,5
#                   technisch  Abs. 3  - Regelsatz 1,8   Hoechstsatz 2,5
#                              (Abschnitte A, E und O)
#                   labor      Abs. 4  - Regelsatz 1,15  Hoechstsatz 1,3
#                              (Abschnitt M und Nummer 437)
#   regelsatz     Schwellenwert; darueber ist eine Begruendung noetig (§ 12 GOAE)
#   hoechstsatz   Hoechstsatz der Steigerungsklasse
#   herkunft      direkt = Punktzahl steht im Verzeichnis bei dieser Nummer
#                 sammel = Nummer gehoert zu einer Sammelposition; die Punktzahl
#                          steht in deren Ueberschrift ("... je Messgroesse 70
#                          7,98 Katalog 3512 ... 3514 Glukose ...")
nummer;bezeichnung;punktzahl;abschnitt;klasse;regelsatz;hoechstsatz;herkunft
2277;Redressement einer Beinverkrümmung;567;L;aerztlich;2.3;3.5;direkt
2278;Autologe Tabula-externa-Osteoplastik mit Deckung eines Schädel- oder Stirnbeindefektes (Kranioplastik);3500;L;aerztlich;2.3;3.5;direkt
2279;Chemonukleolyse;600;L;aerztlich;2.3;3.5;direkt
2280;Redressement des Rumpfes bei schweren Wirbelsäulenverkrümmungen;1135;L;aerztlich;2.3;3.5;direkt
2281;Perkutane Nukleotomie (z.B. Absaugen des Bandscheibengewebes im Hochdruckverfahren);1400;L;aerztlich;2.3;3.5;direkt
2282;Operative Behandlung des Bandscheibenvorfalles mit einseitiger Wirbelbogenresektion oder -fensterung in einem Segment, Nervenwurzellösung, Prolapsabtragung und Bandscheibenausräumung;1480;L;aerztlich;2.3;3.5;direkt
2283;Operative Behandlung des Bandscheibenvorfalles in zwei oder drei Segmenten, ein- oder beidseitig, auch mit Resektion des ganzen Bogens (totale Laminektomie);1850;L;aerztlich;2.3;3.5;direkt
2284;Stabilisierende operative Maßnahmen (z.B. Knochenspaneinpflanzung, Einpflanzung alloplastischen Materials), zusätzlich zu Nummer 2282 oder Nummer 2283;554;L;aerztlich;2.3;3.5;direkt
2285;Operative Versteifung eines Wirbelsäulenabschnittes - einschließlich Einpflanzung von Knochen oder alloplastischem Material, als alleinige Leistung -;1480;L;aerztlich;2.3;3.5;direkt
2286;Operative Behandlung von Wirbelsäulenverkrümmungen durch Spondylodese - einschließlich Implantation von autologem oder alloplastischem Material -;2500;L;aerztlich;2.3;3.5;direkt
2287;Operative Behandlung von Wirbelsäulenverkrümmungen nach Nummer 2286 mit zusätzlicher Implantation einer metallischen Aufspreiz- und Abstützvorrichtung;3700;L;aerztlich;2.3;3.5;direkt
2288;Osteotomien am Rippenbuckel, zusätzlich zu Nummer 2286 oder Nummer 2287;550;L;aerztlich;2.3;3.5;direkt
2289;Neueinpflanzung einer Aufspreiz- oder Abstützvorrichtung an der Wirbelsäule - einschließlich Entfernung der alten Vorrichtung -;4000;L;aerztlich;2.3;3.5;direkt
2290;Stellungskorrektur und Fusion eines oder mehrerer Wirbelsegmente an Brustwirbelsäule und/oder Lendenwirbelsäule bei ventralem Zugang - auch mit Knocheneinpflanzung -;2770;L;aerztlich;2.3;3.5;direkt
2291;Implantation eines Elektrostimulators zur Behandlung der Skoliose oder einer Pseudarthrose;920;L;aerztlich;2.3;3.5;direkt
2292;Eröffnung von Brust- oder Bauchhöhle bei vorderem Zugang, nur im Zusammenhang mit Leistungen nach den Nummern 2285, 2286, 2287, 2332 und 2333;1110;L;aerztlich;2.3;3.5;direkt
2293;Operation einer Steißbeinfistel;370;L;aerztlich;2.3;3.5;direkt
2294;Steißbeinresektion;554;L;aerztlich;2.3;3.5;direkt
2295;Exostosenabmeißelung bei Hallux valgus;463;L;aerztlich;2.3;3.5;direkt
2296;Exostosenabmeißelung bei Hallux valgus einschließlich Sehnenverpflanzung;924;L;aerztlich;2.3;3.5;direkt
2297;Operation des Hallux valgus mit Gelenkkopfresektion und anschließender Gelenkplastik und/oder Mittelfußosteotomie einschließlich der Leistungen nach den Nummern 2295 und 2296;1180;L;aerztlich;2.3;3.5;direkt
2320;Einrichtung der gebrochenen knöchernen Nase einschließlich Tamponade - gegebenenfalls einschließlich Wundverband -;189;L;aerztlich;2.3;3.5;direkt
2321;Einrichtung eines gebrochenen Gesichtsknochens -gegebenenfalls einschließlich Wundverband -;227;L;aerztlich;2.3;3.5;direkt
2322;Aufrichtung gebrochener Wirbel im Durchhang;757;L;aerztlich;2.3;3.5;direkt
2323;Halswirbelbruchbehandlung durch Zugverband mit Klammer;757;L;aerztlich;2.3;3.5;direkt
2324;Einrichtung des gebrochenen Schlüsselbeins;152;L;aerztlich;2.3;3.5;direkt
2325;Einrichtung des gebrochenen Schlüsselbeins - einschließlich Nagelung und/oder Drahtung -;567;L;aerztlich;2.3;3.5;direkt
2326;Einrichtung eines gebrochenen Schulterblattes oder des Brustbeins;227;L;aerztlich;2.3;3.5;direkt
2327;Einrichtung eines gebrochenen Oberarmknochens;473;L;aerztlich;2.3;3.5;direkt
2328;Einrichtung gebrochener Unterarmknochen;341;L;aerztlich;2.3;3.5;direkt
2329;Einrichtung des gebrochenen Beckens;473;L;aerztlich;2.3;3.5;direkt
2330;Einrichtung eines gebrochenen Oberschenkelknochens;757;L;aerztlich;2.3;3.5;direkt
2331;Einrichtung gebrochener Knochen der Handwurzel oder der Mittelhand, der Fußwurzel oder des Mittelfußes;227;L;aerztlich;2.3;3.5;direkt
2332;Operative Aufrichtung eines gebrochenen Wirbelkörpers und/oder operative Einrenkung einer Luxation eines Wirbelgelenkes mit stabilisierenden Maßnahmen;2500;L;aerztlich;2.3;3.5;direkt
2333;Operative Aufrichtung von zwei oder mehr gebrochenen Wirbelkörpern und/oder operative Einrenkung von zwei oder mehr Luxationen von Wirbelgelenken mit stabilisierenden Maßnahmen;3700;L;aerztlich;2.3;3.5;direkt
2334;Operative Stabilisierung einer Brustwandseite;2800;L;aerztlich;2.3;3.5;direkt
2335;Einrichtung einer gebrochenen Kniescheibe oder gebrochener Unterschenkelknochen;473;L;aerztlich;2.3;3.5;direkt
2336;Operative Einrichtung der gebrochenen Kniescheibe - auch mit Fremdmaterial -;650;L;aerztlich;2.3;3.5;direkt
2337;Einrichtung gebrochener Endgliedknochen von Fingern oder von gebrochenen Zehenknochen;76;L;aerztlich;2.3;3.5;direkt
2338;Einrichtung des gebrochenen Großzehenknochens oder von Frakturen an Grund- oder Mittelgliedern der Fingerknochen;152;L;aerztlich;2.3;3.5;direkt
2338a;Operative Einrichtung des gebrochenen Endgliedknochens eines Fingers - einschließlich Fixation durch Osteosynthese -;185;L;aerztlich;2.3;3.5;direkt
2339;Einrichtung des gebrochenen Großzehenknochens oder von Frakturen an Grund- oder Mittelgliedknochen der Finger mit Osteosynthese;379;L;aerztlich;2.3;3.5;direkt
2340;Olekranonverschraubung oder Verschraubung des Innen- oder Außenknöchelbruches;554;L;aerztlich;2.3;3.5;direkt
2344;Osteosynthese der gebrochenen Kniescheibe bzw. Exstirpation der Kniescheibe oder Teilexstirpation;1110;L;aerztlich;2.3;3.5;direkt
2345;Tibiakopfverschraubung oder Verschraubung des Fersenbeinbruches;924;L;aerztlich;2.3;3.5;direkt
2346;Beck'sche Bohrung;278;L;aerztlich;2.3;3.5;direkt
2347;Nagelung und/oder Drahtung eines gebrochenen kleinen Röhrenknochens (z.B. Mittelhand, Mittelfuß);370;L;aerztlich;2.3;3.5;direkt
2348;Nagelung und/oder Drahtung eines kleinen Röhrenknochens (z.B. Mittelhand, Mittelfuß) bei offenem Knochenbruch;555;L;aerztlich;2.3;3.5;direkt
2349;Nagelung und/oder Drahtung und/oder Verschraubung (mit Metallplatten) eines gebrochenen großen Röhrenknochens;1110;L;aerztlich;2.3;3.5;direkt
2350;Nagelung und/oder Drahtung und/oder Verschraubung (mit Metallplatten) eines großen Röhrenknochens bei offenem Knochenbruch;1660;L;aerztlich;2.3;3.5;direkt
2351;Nagelung und/oder Verschraubung (mit Metallplatten) eines gebrochenen Schenkelhalses;1480;L;aerztlich;2.3;3.5;direkt
2352;Nagelung und/oder Verschraubung (mit Metallplatten) eines Schenkelhalses bei offenem Knochenbruch;2220;L;aerztlich;2.3;3.5;direkt
2353;Entfernung einer Nagelung und/oder Drahtung und/ oder Verschraubung aus kleinen Röhrenknochen;185;L;aerztlich;2.3;3.5;direkt
2354;Entfernung einer Nagelung und/oder Drahtung und/ oder Verschraubung (mit Metallplatten) aus großen Röhrenknochen;370;L;aerztlich;2.3;3.5;direkt
2355;Operative Stabilisierung einer Pseudarthrose oder operative Korrektur eines in Fehlstellung verheilten Knochenbruchs;1110;L;aerztlich;2.3;3.5;direkt
2356;Operative Stabilisierung einer Pseudarthrose oder operative Korrektur eines in Fehlstellung verheilten Knochenbruchs nach Osteotomie mittels Nagelung, Verschraubung und/oder Metallplatten und/oder äußerem Spanner - auch zusätzliches Einpflanzen von Knochenspan -;1480;L;aerztlich;2.3;3.5;direkt
2357;Operative Wiederherstellung einer gebrochenen Hüftpfanne einschließlich Fragmentfixation;2770;L;aerztlich;2.3;3.5;direkt
2358;Osteosynthese gebrochener Beckenringknochen, der gesprengten Symphyse oder einer gesprengten Kreuzdarmbeinfuge;2100;L;aerztlich;2.3;3.5;direkt
2380;Überpflanzung von Epidermisstücken;310;L;aerztlich;2.3;3.5;direkt
2381;Einfache Hautlappenplastik;370;L;aerztlich;2.3;3.5;direkt
2382;Schwierige Hautlappenplastik oder Spalthauttransplantation;739;L;aerztlich;2.3;3.5;direkt
2383;Vollhauttransplantation - auch einschließlich plastischer Versorgung der Entnahmestelle -;1000;L;aerztlich;2.3;3.5;direkt
2384;Knorpeltransplantation (z.B. aus einem Ohr oder aus einer Rippe);739;L;aerztlich;2.3;3.5;direkt
2385;Transplantation eines haartragenden Hautimplantates oder eines Dermafett-Transplantates - auch einschließlich plastischer Versorgung der Entnahmestelle -;1200;L;aerztlich;2.3;3.5;direkt
2386;Schleimhauttransplantation - einschließlich operativer Unterminierung der Entnahmestelle und plastischer Deckung -;688;L;aerztlich;2.3;3.5;direkt
2390;Deckung eines überhandflächengroßen, zusammenhängenden Hautdefektes mit speziell aufbereiteten freien Hauttransplantaten;1330;L;aerztlich;2.3;3.5;direkt
2391;Freie Verpflanzung eines Hautlappens mittels zwischenzeitlicher Stielbildung, in mehreren Sitzungen;1500;L;aerztlich;2.3;3.5;direkt
2392;Anlage eines Rundstiellappens;900;L;aerztlich;2.3;3.5;direkt
2392a;Exzision einer großen, kontrakten und funktionsbehinderten Narbe - einschließlich plastischer Deckung -;1000;L;aerztlich;2.3;3.5;direkt
2393;Interimistische Implantation eines Rundstiellappens (Zwischentransport);739;L;aerztlich;2.3;3.5;direkt
2394;Implantation eines Rundstiellappens - einschließlich Modellierung am Ort -;2200;L;aerztlich;2.3;3.5;direkt
2395;Gekreuzte Beinlappenplastik;2500;L;aerztlich;2.3;3.5;direkt
2396;Implantation eines Hautexpanders;900;L;aerztlich;2.3;3.5;direkt
2397;Operative Ausräumung eines ausgedehnten Hämatoms, als selbständige Leistung;600;L;aerztlich;2.3;3.5;direkt
2400;Öffnung eines Körperkanalverschlusses an der Körperoberfläche;111;L;aerztlich;2.3;3.5;direkt
2401;Probeexzision aus oberflächlich gelegenem Körpergewebe (z.B. Haut, Schleimhaut, Lippe);133;L;aerztlich;2.3;3.5;direkt
2402;Probeexzision aus tiefliegendem Körpergewebe (z.B. Fettgewebe, Faszie, Muskulatur) oder aus einem Organ ohne Eröffnung einer Körperhöhle (z.B. Zunge);370;L;aerztlich;2.3;3.5;direkt
2403;Exzision einer in oder unter der Haut oder Schleimhaut liegenden kleinen Geschwulst;133;L;aerztlich;2.3;3.5;direkt
2404;Exzision einer größeren Geschwulst (z.B. Ganglion, Fasziengeschwulst, Fettgeschwulst, Lymphdrüse, Neurom);554;L;aerztlich;2.3;3.5;direkt
2405;Entfernung eines Schleimbeutels;370;L;aerztlich;2.3;3.5;direkt
2407;Exzision einer ausgedehnten, auch blutreichen Geschwulst - gegebenenfalls einschließlich ganzer Muskeln - und Ausräumung des regionären Lymphstromgebietes;2310;L;aerztlich;2.3;3.5;direkt
2408;Ausräumung des Lymphstromgebiets einer Axilla;1100;L;aerztlich;2.3;3.5;direkt
2410;Operation eines Mammatumors;739;L;aerztlich;2.3;3.5;direkt
2411;Absetzen einer Brustdrüse;924;L;aerztlich;2.3;3.5;direkt
2412;Absetzen einer Brustdrüse einschließlich Brustmuskulatur;1400;L;aerztlich;2.3;3.5;direkt
2413;Absetzen einer Brustdrüse mit Ausräumung der regionären Lymphstromgebiete (Radikaloperation);2310;L;aerztlich;2.3;3.5;direkt
2414;Reduktionsplastik der Mamma;2800;L;aerztlich;2.3;3.5;direkt
2415;Aufbauplastik der Mamma einschließlich Verschiebeplastik - gegebenenfalls einschließlich Inkorporation einer Mammaprothese -;2000;L;aerztlich;2.3;3.5;direkt
2416;Aufbauplastik nach Mammaamputation -gegebenenfalls einschließlich Inkorporation einer Mammaprothese -;3000;L;aerztlich;2.3;3.5;direkt
2417;Operative Entnahme einer Mamille und interimistische Implantation an anderer Körperstelle;800;L;aerztlich;2.3;3.5;direkt
2418;Replantation einer verpflanzten Mamille;800;L;aerztlich;2.3;3.5;direkt
2419;Rekonstruktion einer Mamille aus einer großen Labie oder aus der Mamma der gesunden Seite, auch zusätzlich zur Aufbauplastik;1200;L;aerztlich;2.3;3.5;direkt
2420;Implantation oder operativer Austausch einer Mammaprothese, als selbständige Leistung;1100;L;aerztlich;2.3;3.5;direkt
2421;Implantation eines subkutanen, auffüllbaren Medikamentenreservoirs;600;L;aerztlich;2.3;3.5;direkt
2427;Tiefreichende, die Faszie und die darunterliegenden Körperschichten durchtrennende Entlastungsinzision(en) - auch mit Drainage(n) -;400;L;aerztlich;2.3;3.5;direkt
2428;Eröffnung eines oberflächlich unter der Haut oder Schleimhaut liegenden Abszesses oder eines Furunkels;80;L;aerztlich;2.3;3.5;direkt
2429;Eröffnungen disseminierter Abszeßbildungen der Haut (z.B. bei einem Säugling);220;L;aerztlich;2.3;3.5;direkt
2430;Eröffnung eines tiefliegenden Abszesses;303;L;aerztlich;2.3;3.5;direkt
2431;Eröffnung eines Karbunkels - auch mit Exzision -;379;L;aerztlich;2.3;3.5;direkt
2432;Eröffnung einer Phlegmone;473;L;aerztlich;2.3;3.5;direkt
2440;Operative Entfernung eines Naevus flammeus, je Sitzung;800;L;aerztlich;2.3;3.5;direkt
2441;Operative Korrektur einer entstellenden Gesichtsnarbe;400;L;aerztlich;2.3;3.5;direkt
2442;Implantation alloplastischen Materials zur Weichteilunterfütterung, als selbständige Leistung;900;L;aerztlich;2.3;3.5;direkt
2443;Totale Entfernung des Narbengewebes im ehemaligen Augenlidgebiet als vorbereitende operative Maßnahme zur Rekonstruktion eines Augenlides;800;L;aerztlich;2.3;3.5;direkt
2444;Implantation eines Magnetkörpers in ein Augenlid;300;L;aerztlich;2.3;3.5;direkt
2450;Operation des Rhinophyms;600;L;aerztlich;2.3;3.5;direkt
2451;Wiederherstellungsoperation bei Fazialislähmung -einschließlich Muskelplastiken und/oder Aufhängung mittels Faszie -;2500;L;aerztlich;2.3;3.5;direkt
2452;Exstirpation einer Fettschürze - einschließlich plastischer Deckung des Grundes -;1400;L;aerztlich;2.3;3.5;direkt
2453;Operation des Lymphödems einer Extremität;2000;L;aerztlich;2.3;3.5;direkt
2454;Operative Entfernung von überstehendem Fettgewebe an einer Extremität;924;L;aerztlich;2.3;3.5;direkt
2500;Hebung einer gedeckten Impressionsfraktur des Schädels;1850;L;aerztlich;2.3;3.5;direkt
2501;Operation einer offenen Impressions- oder Splitterfraktur des Schädels - einschließlich Reimplantation von Knochenstücken -;3100;L;aerztlich;2.3;3.5;direkt
2502;Operation eines epiduralen Hämatoms;2750;L;aerztlich;2.3;3.5;direkt
2503;Operation einer frischen Hirnverletzung mit akutem subduralem und/oder intrazerebralem Hämatom;5250;L;aerztlich;2.3;3.5;direkt
2504;Operation einer offenen Hirnverletzung mit Dura- und/oder Kopfschwartenplastik;4500;L;aerztlich;2.3;3.5;direkt
2505;Operation des akuten subduralen Hygroms oder Hämatoms beim Säugling oder Kleinkind;3000;L;aerztlich;2.3;3.5;direkt
2506;Exstirpation eines chronischen subduralen Hämatoms einschließlich Kapselentfernung;3750;L;aerztlich;2.3;3.5;direkt
2507;Entleerung eines chronischen subduralen Hämatoms mittels Bohrlochtrepanation(en) - gegebenenfalls einschließlich Drainage -;1800;L;aerztlich;2.3;3.5;direkt
2508;Operative Versorgung einer frischen frontobasalen Schädelhirnverletzung;4500;L;aerztlich;2.3;3.5;direkt
2509;Totalexstirpation eines Hirnabszesses;3750;L;aerztlich;2.3;3.5;direkt
2510;Operation eines intrazerebralen, nicht traumatisch bedingten Hämatoms;4000;L;aerztlich;2.3;3.5;direkt
2515;Bohrlochtrepanation des Schädels;1000;L;aerztlich;2.3;3.5;direkt
2516;Osteoklastische Trepanation des Schädels über dem Großhirn;1500;L;aerztlich;2.3;3.5;direkt
2517;Osteoklastische Trepanation des Schädels über dem Großhirn - einschließlich Wiedereinpassung des Knochendeckels -;2250;L;aerztlich;2.3;3.5;direkt
2518;Eröffnung der hinteren Schädelgrube;2700;L;aerztlich;2.3;3.5;direkt
2519;Trepanation bei Kraniostenose;2250;L;aerztlich;2.3;3.5;direkt
2525;Operation der prämaturen Schädelnahtsynostose (Kraniostenose) mit Einfassung der Knochenränder oder mit Duraschichtresektion beim Säugling oder Kleinkind;4000;L;aerztlich;2.3;3.5;direkt
2526;Exstirpation eines Konvexitätstumors des Großhirns;3750;L;aerztlich;2.3;3.5;direkt
2527;Exstirpation eines Großhirntumors mit Hirnlappenresektion;5250;L;aerztlich;2.3;3.5;direkt
2528;Exstirpation eines Tumors der Mittellinie (Kraniopharyngeom, intraventrikulärer Tumor, Hypophysentumor) oder eines Schädelbasistumors;7500;L;aerztlich;2.3;3.5;direkt
2529;Operation einer intrakranialen Gefäßmißbildung (Aneurysma oder arteriovenöses Angiom);8000;L;aerztlich;2.3;3.5;direkt
2530;Intrakraniale Embolektomie;7500;L;aerztlich;2.3;3.5;direkt
2531;Intrakraniale Gefäßanastomose oder Gefäßtransplantation;7500;L;aerztlich;2.3;3.5;direkt
2535;Resektion einer Gehirnhemisphäre;6000;L;aerztlich;2.3;3.5;direkt
2536;Resektion eines Gehirnlappens;4500;L;aerztlich;2.3;3.5;direkt
2537;Durchschneidung von Nervenbahnen im Gehirn oder in der Medulla oblongata;6250;L;aerztlich;2.3;3.5;direkt
2538;Operation einer Enzephalozele der Konvexität;3750;L;aerztlich;2.3;3.5;direkt
2539;Operation einer frontobasal gelegenen Enzephalozele;6250;L;aerztlich;2.3;3.5;direkt
2540;Ventrikuläre intrakorporale Liquorableitung mittels Ventilsystem;4500;L;aerztlich;2.3;3.5;direkt
2541;Ventrikulozisternostomie;4500;L;aerztlich;2.3;3.5;direkt
2542;Ventrikuläre extrakorporale Liquorableitung;1800;L;aerztlich;2.3;3.5;direkt
2550;Exstirpation eines Kleinhirntumors;5000;L;aerztlich;2.3;3.5;direkt
2551;Exstirpation eines Kleinhirnbrückenwinkel- oder Stammhirntumors;7500;L;aerztlich;2.3;3.5;direkt
2552;Exstirpation eines retrobulbären Tumors auf transfrontal-transorbitalem Zugangsweg;6250;L;aerztlich;2.3;3.5;direkt
2553;Intrakraniale Operation einer basalen Liquorfistel mit plastischem Verschluß;6000;L;aerztlich;2.3;3.5;direkt
2554;Plastischer Verschluß eines Knochendefekts im Bereich des Hirnschädels, als selbständige Leistung;1800;L;aerztlich;2.3;3.5;direkt
2555;Eröffnung des Spinalkanals durch einseitige Hemilaminektomie eines Wirbels/mehrerer Wirbel;1480;L;aerztlich;2.3;3.5;direkt
2556;Eröffnung des Spinalkanals durch Laminektomie eines Wirbels/mehrerer Wirbel;1850;L;aerztlich;2.3;3.5;direkt
2557;Eröffnung des Spinalkanals durch Laminektomie eines Wirbels/mehrerer Wirbel - einschließlich Wiedereinpflanzung von Knochenteilen -;2400;L;aerztlich;2.3;3.5;direkt
2560;Stereotaktische Ausschaltung(en) am Zentralnervensystem;3750;L;aerztlich;2.3;3.5;direkt
2561;Stereotaktische Ausschaltung(en) am Zentralnervensystem oder Implantation von Reizelektroden zur Dauerstimulation im Zentralnervensystem mit Trepanation;4620;L;aerztlich;2.3;3.5;direkt
2562;Anatomische Vorausberechnungen (Zielpunktbestimmungen) zu den Leistungen nach den Nummern 2560 und 2561 - gegebenenfalls einschließlich erforderlicher Ultraschallmessungen im Schädelinnern -;2250;L;aerztlich;2.3;3.5;direkt
2563;Durchschneidung und/oder Zerstörung eines Nerven an der Schädelbasis;2310;L;aerztlich;2.3;3.5;direkt
2564;Offene Durchtrennung eines oder mehrerer Nerven am Rückenmark;4800;L;aerztlich;2.3;3.5;direkt
2565;Operativer Eingriff zur Dekompression einer oder mehrerer Nervenwurzel(n) im Zervikalbereich - einschließlich Foraminotomie - gegebenenfalls einschließlich der Leistungen nach Nummer 2282 oder Nummer 2283 -;4100;L;aerztlich;2.3;3.5;direkt
2566;Operativer Eingriff zur Dekompression einer oder mehrerer Nervenwurzel(n) im thorakalen oder lumbalen Bereich - gegebenenfalls einschließlich Foraminotomie und/oder der Leistungen nach Nummer 2282 oder Nummer 2283 -;3000;L;aerztlich;2.3;3.5;direkt
2570;Implantation von Reizelektroden zur Dauerstimulation des Rückenmarks - gegebenenfalls einschließlich Implantation des Empfangsgerätes -;4500;L;aerztlich;2.3;3.5;direkt
2571;Operation einer Mißbildung am Rückenmark oder an der Cauda equina oder Verschluß einer Myelomeningozele beim Neugeborenen oder Operation einer Meningozele;2650;L;aerztlich;2.3;3.5;direkt
2572;Operation einer Mißbildung am Rückenmark oder an der Cauda equina mit plastischer Rekonstruktion des Wirbelkanals und/oder Faszienplastik;3230;L;aerztlich;2.3;3.5;direkt
2573;Verschiebeplastik, zusätzlich zu den Leistungen nach den Nummern 2571, 2572 und 2584;500;L;aerztlich;2.3;3.5;direkt
2574;Entfernung eines raumbeengenden extraduralen Prozesses im Wirbelkanal;2750;L;aerztlich;2.3;3.5;direkt
2575;Entfernung eines raumbeengenden intraduralen Prozesses im Wirbelkanal;3500;L;aerztlich;2.3;3.5;direkt
2576;Mikrochirurgische Entfernung einer spinalen Gefäßmißbildung oder eines Tumors;4500;L;aerztlich;2.3;3.5;direkt
2577;Entfernung eines raumbeengenden intra- oder extraspinalen Prozesses;4000;L;aerztlich;2.3;3.5;direkt
2580;Freilegung und Durchtrennung oder Exhairese eines Nerven;554;L;aerztlich;2.3;3.5;direkt
2581;Freilegung und Exhairese eines pheripheren Trigeminusastes;924;L;aerztlich;2.3;3.5;direkt
2582;Freilegung und Entnahme eines autologen peripheren Nerven zwecks Transplantation einschließlich Aufbereitung;1800;L;aerztlich;2.3;3.5;direkt
2583;Neurolyse, als selbständige Leistung;924;L;aerztlich;2.3;3.5;direkt
2584;Neurolyse mit Nervenverlagerung und Neueinbettung;1480;L;aerztlich;2.3;3.5;direkt
2585;Nervenersatzplastik durch Implantation eines peripheren Nerven im Hand-/Armbereich;2600;L;aerztlich;2.3;3.5;direkt
2586;End-zu-End-Naht eines Nerven im Zusammenhang mit einer frischen Verletzung - einschließlich Wundversorgung -;1350;L;aerztlich;2.3;3.5;direkt
2587;Frühe Sekundärnaht eines peripheren Nerven;1850;L;aerztlich;2.3;3.5;direkt
2588;Interfaszikuläre mikrochirurgische Nervennaht ohne Verwendung eines autologen Transplantats;2100;L;aerztlich;2.3;3.5;direkt
2589;Interfaszikuläre mikrochirurgische Nervennaht mit Defektüberbrückung durch autologes Transplantat (ohne die Leistung nach Nummer 2582);2400;L;aerztlich;2.3;3.5;direkt
2590;Naht eines Nervenplexus nach vollständiger Präparation und Neurolyse - auch einschließlich der etwa erforderlichen Foraminotomie oder Hemilaminektomie -;3000;L;aerztlich;2.3;3.5;direkt
2591;Interfaszikuläre Defektüberbrückung eines Nervenplexus nach vollständiger Präparation desselben mit autologen Transplantaten und perineuraler mikrochirurgischer Naht;6000;L;aerztlich;2.3;3.5;direkt
2592;Mikrochirurgische interfaszikuläre Neurolyse, als selbständige Leistung;1800;L;aerztlich;2.3;3.5;direkt
2593;Mikrochirurgische interfaszikuläre Neurolyse mit Nervenverlagerung und Neueinbettung, als selbständige Leistung;2770;L;aerztlich;2.3;3.5;direkt
2594;Transposition eines Nerven mit interfaszikulärer mikrochirurgischer Nervennaht;3000;L;aerztlich;2.3;3.5;direkt
2595;Nervenpfropfung;1600;L;aerztlich;2.3;3.5;direkt
2596;Hirnnervenersatzplastik durch Implantation eines autologen peripheren Nerven;2400;L;aerztlich;2.3;3.5;direkt
2597;Verödung oder Verkochung des Ganglion Gasseri;700;L;aerztlich;2.3;3.5;direkt
2598;Stereotaktische Thermokoagulation des Ganglion Gasseri;1400;L;aerztlich;2.3;3.5;direkt
2599;Blockade eines Nerven im Bereich der Schädelbasis;225;L;aerztlich;2.3;3.5;direkt
2600;Exstirpation eines Ganglions im Bereich der Schädelbasis;1500;L;aerztlich;2.3;3.5;direkt
2601;Grenzstrangresektion im zervikalen Bereich;1000;L;aerztlich;2.3;3.5;direkt
2602;Abdomino-retroperitoneale lumbale Grenzstrangresektion;1480;L;aerztlich;2.3;3.5;direkt
2603;Kombinierte thorakolumbale Grenzstrangresektion;3000;L;aerztlich;2.3;3.5;direkt
2604;Splanchnikusdurchtrennung, peritoneal oder retroperitoneal;1480;L;aerztlich;2.3;3.5;direkt
2620;Operation der isolierten Lippenspalte;750;L;aerztlich;2.3;3.5;direkt
2621;Operation der breiten Lippen-Kieferspalte mit Naseneingangsplastik;1500;L;aerztlich;2.3;3.5;direkt
2622;Plastisch-chirurgische Behandlung einer kompletten Gesichtsspalte - einschließlich Osteotomien und Osteoplastiken -;9000;L;aerztlich;2.3;3.5;direkt
2625;Verschluß des weichen oder harten Gaumens oder Verschluß von perforierenden Defekten im Bereich von Gaumen oder Vestibulum;1250;L;aerztlich;2.3;3.5;direkt
2626;Velopharyngoplastik;2500;L;aerztlich;2.3;3.5;direkt
2627;Verschluß des harten und weichen Gaumens;2000;L;aerztlich;2.3;3.5;direkt
2630;Operative Rekonstruktion eines Mittelgesichts - einschließlich Osteotomie und/oder Osteoplastik -;6000;L;aerztlich;2.3;3.5;direkt
2640;Operative Verlagerung des Oberkiefers bei Dysgnathie, je Kieferhälfte;1200;L;aerztlich;2.3;3.5;direkt
2642;Operative Verlagerung des Unterkiefers bei Dysgnathie, je Kieferhälfte;1850;L;aerztlich;2.3;3.5;direkt
